-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 09:13:15 UTC. --
Dec 19 08:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 08:52:32.406590 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal is created
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.624379 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (56.62732028s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.625171 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (48.346271647s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.630771 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("etcdserver: request timed out")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.631004 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("etcdserver: request timed out")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.671427 W | wal: sync duration of 29.294518582s, expected less than 1s
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672458 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672479 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672492 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672502 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672515 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672541 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672557 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672572 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672587 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672611 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672622 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672632 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672652 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672665 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672693 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672713 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672727 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672745 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672766 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672777 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672794 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672805 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672816 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672826 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672841 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672851 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672884 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672898 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672912 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672925 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672946 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672962 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672984 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.672998 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673011 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673023 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673037 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673057 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673071 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673090 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673105 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673120 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673134 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673157 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673171 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673190 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673206 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673220 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673257 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673272 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673288 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673300 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673315 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673336 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673351 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673375 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673389 W | etcdserver: failed to revoke 4f0b6e20ca53572f ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673402 W | etcdserver: failed to revoke 4f0b6e20ca52d847 ("lease not found")
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673499 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "range_response_count:1 size:1735" took too long (1.415276752s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.673812 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.426806741s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674181 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (19.945469646s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674203 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (10.175508617s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674453 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.681162958s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674502 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (10.681054296s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674732 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (11.417634931s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674851 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (2.179400281s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.674995 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (12.518008804s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.675262 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (12.833894665s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.675419 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (13.216592897s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.675445 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (3.14268074s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.675652 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (14.604815986s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.675859 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (18.801305532s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.676084 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (19.44473885s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.676113 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (3.617097301s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.678284 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (19.446101569s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.678505 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (19.44647925s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.678856 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (19.446539291s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.679207 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (4.219727657s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.679626 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (19.447401059s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.679697 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (26.220832361s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.679836 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (39.754969074s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.679878 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (29.70732995s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.679899 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (5.75986773s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.680039 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (32.286133594s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.680205 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (5.772692594s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.680273 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (37.751636322s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.680338 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (33.643908792s) to execute
