-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 22:20:19 UTC. --
Feb 01 21:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:16.108329 W | wal: sync duration of 2.560027638s, expected less than 1s
Feb 01 21:58:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:00.729894 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (798.440132ms) to execute
Feb 01 21:58:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:00.730383 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (798.152272ms) to execute
Feb 01 21:58:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:00.730890 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.078359529s) to execute
Feb 01 21:58:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:00.734001 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (801.635654ms) to execute
Feb 01 21:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:05.175256 W | wal: sync duration of 1.464310557s, expected less than 1s
Feb 01 21:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:05.178646 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.305371255s) to execute
Feb 01 21:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:05.178802 W | etcdserver: failed to revoke 4f0b6e20ccf66ee5 ("lease not found")
Feb 01 21:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:05.178833 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (902.991213ms) to execute
Feb 01 21:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:05.178898 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (425.628235ms) to execute
Feb 01 21:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:05.179150 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (609.830868ms) to execute
Feb 01 21:58:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:07.899122 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (458.689881ms) to execute
Feb 01 21:58:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:07.899190 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (158.073033ms) to execute
Feb 01 21:58:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:07.899345 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (251.224778ms) to execute
Feb 01 21:58:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:11.360145 W | wal: sync duration of 2.785292315s, expected less than 1s
Feb 01 21:58:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:11.366592 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.168643735s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.475039 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.807109919s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.475107 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.86784994s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.475221 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (3.217647923s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.475599 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (2.264844946s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.475887 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (3.107545518s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.476255 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (2.782001351s) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.476565 W | etcdserver: request "header:<ID:14919139277751652574 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:53282347 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (513.357065ms) to execute
Feb 01 21:58:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:12.476715 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (548.544258ms) to execute
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.682273 W | wal: sync duration of 1.199027547s, expected less than 1s
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.685215 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1415" took too long (969.284483ms) to execute
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.685840 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (1.202212624s) to execute
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.686075 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (939.397162ms) to execute
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.686615 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (1.20295264s) to execute
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.686708 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (964.075944ms) to execute
Feb 01 21:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:13.687228 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (277.300925ms) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.137280 W | wal: sync duration of 2.412667623s, expected less than 1s
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.139983 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.651583135s) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.140027 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.865548698s) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.140062 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (2.255304867s) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.140261 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (944.032943ms) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.140283 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.653514257s) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.140402 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (416.942382ms) to execute
Feb 01 21:58:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:16.140422 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (2.234867233s) to execute
Feb 01 21:58:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:21.915544 W | wal: sync duration of 3.319019436s, expected less than 1s
Feb 01 21:58:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:21.918888 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.987582927s) to execute
Feb 01 21:58:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:21.919506 W | etcdserver: failed to revoke 4f0b6e20ccf710b8 ("lease not found")
Feb 01 21:58:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:21.919542 W | etcdserver: failed to revoke 4f0b6e20ccf710b8 ("lease not found")
Feb 01 21:58:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:21.919589 W | etcdserver: failed to revoke 4f0b6e20ccf710b8 ("lease not found")
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.044288 W | wal: sync duration of 1.128326296s, expected less than 1s
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.047751 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (3.967657866s) to execute
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.047816 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.882868394s) to execute
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.048145 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (2.875402974s) to execute
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.048366 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (3.074205482s) to execute
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.048416 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (2.383388364s) to execute
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.048659 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (309.306588ms) to execute
Feb 01 21:58:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:23.049167 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (2.836732864s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.854697 W | wal: sync duration of 3.042740985s, expected less than 1s
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.857795 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (2.114656448s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.857839 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (2.582361863s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.857951 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.797675923s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.858020 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.568916033s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.858100 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.796995555s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.858121 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (2.873320274s) to execute
Feb 01 21:58:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:58:26.858353 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (697.205859ms) to execute
