-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 17:28:41 UTC. --
Oct 10 17:07:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:07:28.095847 W | wal: sync duration of 3.552405309s, expected less than 1s
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.277523 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2927v.15cc5832b2fe3619\" " with result "range_response_count:0 size:7" took too long (395.968052ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.277717 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (480.490454ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.277882 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (695.51991ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.278010 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (695.673281ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.278170 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (695.879924ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.278358 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (696.096758ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.278528 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (696.326603ms) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.279677 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.550723247s) to execute
Oct 10 17:09:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:16.143785 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (632.277512ms) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.361847 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-gsk65.15cc5830c4cf4c05\" " with result "range_response_count:0 size:7" took too long (1.394065985s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.361979 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gsk65\" " with result "range_response_count:1 size:4141" took too long (1.394218969s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.362104 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (1.847639762s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.362394 W | etcdserver: request "header:<ID:14919138748426970966 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-ingressgateway\" mod_revision:32169804 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" value_size:6115 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (613.269031ms) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.701933 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (1.274027495s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702049 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha3.networking.istio.io\" " with result "range_response_count:1 size:671" took too long (1.273882461s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702081 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (1.275359222s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702129 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (1.273860671s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702146 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.316917621s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702255 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (1.470846688s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702281 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (1.274177082s) to execute
Oct 10 17:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:17.702437 W | etcdserver: request "header:<ID:14919138748426970971 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-gsk65\" mod_revision:32169467 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-gsk65\" value_size:4185 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-gsk65\" > >>" with result "size:20" took too long (213.679501ms) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.707430 W | wal: sync duration of 1.218735697s, expected less than 1s
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.712016 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/istio-system/\" range_end:\"/registry/resourcequotas/istio-system0\" " with result "range_response_count:0 size:7" took too long (1.337636088s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.712350 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.418611589s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.712468 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.414084325s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.712581 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (1.3383347s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.713113 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (1.005545962s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.713398 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (1.043286065s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.714548 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (129.709054ms) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.715086 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (1.002105262s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.717085 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (1.006098642s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.717751 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (1.002618571s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.720901 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (1.010925134s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.721378 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (1.012241389s) to execute
Oct 10 17:09:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:18.728081 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (1.017725211s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.078829 W | wal: sync duration of 1.350318474s, expected less than 1s
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.087107 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (1.349526441s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.698936 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (1.961080724s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.698994 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (963.007552ms) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.699759 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (1.430490998s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.699838 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (1.961978464s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.700022 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (1.962319819s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.700079 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (1.962300074s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.700272 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rn4kk\" " with result "range_response_count:1 size:2440" took too long (1.865789896s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.700304 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.250351227s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.701213 W | etcdserver: request "header:<ID:14919138748426970989 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15cc5836417c34df\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15cc5836417c34df\" value_size:403 lease:5695766711572194762 >> failure:<>>" with result "size:20" took too long (276.269052ms) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.701551 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (901.55593ms) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.702080 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.43786418s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.702382 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (1.73121333s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.707297 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.934191669s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.708108 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers\" range_end:\"/registry/config.istio.io/stackdrivert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.746796138s) to execute
Oct 10 17:09:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:20.708983 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (1.962451769s) to execute
Oct 10 17:09:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:21.222098 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (1.120833112s) to execute
