-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 18:15:55 UTC. --
Jan 31 17:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:52:57.415383 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000737-000000000378eff8.wal successfully
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864864 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864876 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864888 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864897 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864909 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864922 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864944 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864963 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864976 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864987 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.864998 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865058 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865070 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865081 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865112 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865128 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865141 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865152 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865164 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865176 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865196 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865218 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865243 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865281 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865294 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865308 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865319 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865345 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865360 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865370 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865381 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865392 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865403 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865414 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865426 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865435 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865447 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865458 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865469 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865479 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865490 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865501 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865512 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865522 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865533 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865543 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865557 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865579 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865604 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865667 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865908 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865925 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865944 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865963 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865976 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865989 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.865999 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866015 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866026 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866204 W | etcdserver: failed to revoke 4f0b6e20cce64278 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866231 W | etcdserver: failed to revoke 4f0b6e20cce5c1ec ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866248 W | etcdserver: failed to revoke 4f0b6e20cce642d4 ("lease not found")
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866458 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (2.941961711s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866643 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.922989208s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.866895 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (4.200432255s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867255 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (5.146202604s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867288 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (17.58081341s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867523 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (6.360396583s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867542 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (17.585526007s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867694 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (6.657390395s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867891 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (17.591424076s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.867944 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (7.040384941s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868197 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wjx4m\" " with result "range_response_count:1 size:1619" took too long (7.634674415s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868451 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (17.592724884s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868478 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (7.881970475s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868685 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (17.593378575s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868702 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (8.833591492s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868925 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (17.594152471s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.868991 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (9.759481505s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869198 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (17.594696683s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869264 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (9.816034261s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869462 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (17.600313954s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869497 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (10.778087975s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869729 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (11.254235119s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869781 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (17.600669616s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869948 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (11.364246694s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.869986 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (17.614984665s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.870170 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (11.501475988s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.870195 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (17.621114183s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.870404 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (12.022384327s) to execute
Jan 31 17:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:24.870591 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (17.621528115s) to execute
