-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 22:51:59 UTC. --
Jan 31 22:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:29:07.775511 W | wal: sync duration of 1.044483122s, expected less than 1s
Jan 31 22:36:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:36:58.905640 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (274.708856ms) to execute
Jan 31 22:36:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:36:58.905717 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (274.020654ms) to execute
Jan 31 22:36:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:36:58.905816 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (275.842993ms) to execute
Jan 31 22:36:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:36:58.905898 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (274.203963ms) to execute
Jan 31 22:37:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:00.232444 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (110.676959ms) to execute
Jan 31 22:37:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:00.232694 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (261.089396ms) to execute
Jan 31 22:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:03.360247 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (171.598765ms) to execute
Jan 31 22:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:05.320048 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (762.712127ms) to execute
Jan 31 22:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:05.320335 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (538.582262ms) to execute
Jan 31 22:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:05.320646 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (526.97472ms) to execute
Jan 31 22:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:05.320923 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (444.186236ms) to execute
Jan 31 22:37:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:06.575439 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (504.916629ms) to execute
Jan 31 22:37:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:06.575771 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (518.741588ms) to execute
Jan 31 22:37:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:08.467881 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (192.646303ms) to execute
Jan 31 22:37:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:08.468122 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (523.465698ms) to execute
Jan 31 22:37:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:08.468230 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (693.812052ms) to execute
Jan 31 22:37:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:15.793191 W | etcdserver: request "header:<ID:14919139277750739963 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53051131 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (335.331687ms) to execute
Jan 31 22:37:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:15.793313 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (291.212793ms) to execute
Jan 31 22:37:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:18.884168 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (349.218288ms) to execute
Jan 31 22:37:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:18.884595 W | etcdserver: request "header:<ID:14919139277750739985 > lease_revoke:<id:4f0b6e20cce9237a>" with result "size:29" took too long (341.447519ms) to execute
Jan 31 22:37:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:18.884811 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (286.249325ms) to execute
Jan 31 22:37:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:18.884971 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (174.86582ms) to execute
Jan 31 22:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:21.740902 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (234.134748ms) to execute
Jan 31 22:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:21.740991 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (336.021141ms) to execute
Jan 31 22:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:21.741314 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-c98j2\" " with result "range_response_count:1 size:2447" took too long (299.223663ms) to execute
Jan 31 22:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:21.741567 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/statsds\" range_end:\"/registry/config.istio.io/statsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (280.212266ms) to execute
Jan 31 22:37:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:28.798849 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (189.22163ms) to execute
Jan 31 22:37:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:28.799077 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (189.248397ms) to execute
Jan 31 22:37:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:28.799296 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (188.973347ms) to execute
Jan 31 22:37:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:28.799654 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (190.775757ms) to execute
Jan 31 22:37:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:28.799797 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (190.442497ms) to execute
Jan 31 22:37:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:30.084264 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:9" took too long (467.538416ms) to execute
Jan 31 22:37:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:30.084397 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (302.194564ms) to execute
Jan 31 22:37:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:34.075441 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (735.602968ms) to execute
Jan 31 22:37:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:34.075511 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (568.106365ms) to execute
Jan 31 22:37:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:34.075690 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (347.944318ms) to execute
Jan 31 22:37:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:34.075776 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (659.578039ms) to execute
Jan 31 22:37:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:34.076009 W | etcdserver: request "header:<ID:14919139277750740146 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53051167 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (102.188699ms) to execute
Jan 31 22:37:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:36.487721 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (415.034227ms) to execute
Jan 31 22:37:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:36.487767 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (414.979868ms) to execute
Jan 31 22:37:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:36.487823 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (375.124548ms) to execute
Jan 31 22:37:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:38.851118 W | etcdserver: request "header:<ID:14919139277750740200 > lease_revoke:<id:4f0b6e20cce92447>" with result "size:29" took too long (298.461542ms) to execute
Jan 31 22:37:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:38.851323 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (228.054158ms) to execute
Jan 31 22:37:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:41.708452 W | etcdserver: request "header:<ID:14919139277750740217 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:53051178 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5025 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (404.895996ms) to execute
Jan 31 22:37:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:45.224697 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (856.647395ms) to execute
Jan 31 22:37:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:45.224827 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (700.191298ms) to execute
Jan 31 22:37:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:45.224910 W | etcdserver: request "header:<ID:14919139277750740245 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53051185 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (688.75603ms) to execute
Jan 31 22:37:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:45.225042 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (950.313622ms) to execute
Jan 31 22:37:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:45.225228 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (342.901827ms) to execute
Jan 31 22:37:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:45.225299 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (110.037357ms) to execute
Jan 31 22:37:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:46.313073 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (245.281377ms) to execute
Jan 31 22:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:50.021599 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (497.969712ms) to execute
Jan 31 22:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:37:50.021641 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (498.058474ms) to execute
