-- Logs begin at Fri 2020-01-31 15:46:29 UTC, end at Sun 2020-02-02 04:01:22 UTC. --
Feb 02 03:38:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:38:17.248325 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-6br4h.15ef78a806a059df\" " with result "range_response_count:1 size:647" took too long (171.455512ms) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.453347 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (7.784399488s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.453531 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (7.854665666s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.453752 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (8.424600559s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.453917 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (8.489026745s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454096 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.231366666s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454140 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.23136859s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454264 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.231539007s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454361 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.231642145s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454474 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.231761109s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454561 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.23185474s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454669 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (17.231967415s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454763 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (9.278405575s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.454845 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.232148534s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.455021 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (17.232330935s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.455123 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (9.845832162s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.455194 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.232650149s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.455360 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.233268492s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.455512 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (17.23414165s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.456043 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (17.235137028s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.456795 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (10.137926087s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.456863 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (17.238281072s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.457046 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (17.238493397s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.457231 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (17.238717988s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.457411 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (17.238997327s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.457571 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (17.239664611s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.457739 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (17.240183133s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.457900 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (17.240707697s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458064 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (17.241160949s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458229 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (17.24241101s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458391 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (17.242748468s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458448 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (10.268215004s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458559 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (17.242977243s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458815 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (17.244339358s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.458967 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (17.24451704s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.460728 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (10.391707797s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.464987 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (11.003893326s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.466934 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (17.218545713s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467148 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (11.110696948s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467257 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (11.254778447s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467423 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (11.390979649s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467525 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (11.609342067s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467631 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (12.138854539s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467790 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (12.152889584s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.467965 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (12.651081555s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.468128 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (12.776465407s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.468346 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (13.34727055s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.468560 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (13.412724782s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.468734 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-f5xms\" " with result "range_response_count:1 size:2433" took too long (13.752671718s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.468902 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (13.791346734s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.469136 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (14.127520615s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.469282 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (14.707717852s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.469534 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (14.94576667s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.469685 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (15.048376055s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.469873 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (15.141484154s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.470175 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (16.462040827s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.470426 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (16.902599332s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.470624 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (17.203733659s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.470795 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (17.204243812s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.471019 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (17.207022672s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.471331 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (17.212114618s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.471489 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (17.212824331s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.471692 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (17.215798776s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.471861 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (17.222013194s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.472050 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (17.222545921s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.475667 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (17.233425233s) to execute
Feb 02 03:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:50:22.475753 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (17.252958126s) to execute
